Raw Characteristics,Parse Success,Listing ID,Price per unit,Location,EPC,Available from,Usable area,Floor,Condition,Layout,Age,Plot space,Total floors,Plot type
"{""Listing ID"": ""906496"", ""Layout"": ""2 bedroom"", ""Floor"": ""2. podlaží"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""63m²"", ""Condition"": ""After reconstruction"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€8/ m2"", """": ""MHD 3 minutes on foot""}",True,906496,€8/ m2,,C - Economical,,63m²,2. podlaží,After reconstruction,2 bedroom,Over 50 years,,,
"{""Listing ID"": ""906497"", ""Layout"": ""2 bedroom"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""60m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""1. podlaží z 3"", ""Price per unit"": ""€23/ m2"", """": ""MHD 2 minutes on foot""}",True,906497,€23/ m2,,,,60m²,1. podlaží z 3,Good,2 bedroom,Over 50 years,,,
"{""Listing ID"": ""906498"", ""Layout"": ""1 bedroom"", ""Condition"": ""Very good"", ""Price per unit"": ""€40/ m2"", ""Užitná plocha"": ""20m²"", ""Available from"": ""01/08/2025"", ""Age"": ""Over 50 years"", """": ""Lift""}",True,906498,€40/ m2,,,01/08/2025,20m²,,Very good,1 bedroom,Over 50 years,,,
"{""Listing ID"": ""906499"", ""Layout"": ""3+kk"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""100m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""€6/ m2"", """": ""Parking""}",True,906499,€6/ m2,,,01/07/2025,100m²,Ground floor,Good,3+kk,Over 50 years,,,
"{""Listing ID"": ""905559"", ""Plot space"": ""6,552m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 50/ m2"", """": ""MHD 5 minutes by car""}",True,905559,CZK 50/ m2,Solitude,,,,,Very good,,,"6,552m²",,Field
"{""Listing ID"": ""905560"", ""Plot space"": ""2,191m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 27/ m2"", """": ""MHD 3 minutes by car""}",True,905560,CZK 27/ m2,Solitude,,,,,Very good,,,"2,191m²",,Meadow
"{""Listing ID"": ""883816"", ""Poloha nemovitosti"": ""Serial"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 63,889/ m2"", ""Plocha garáže"": ""18m²"", ""Location"": ""The quiet part"", ""Available from"": ""08/03/2025"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical""}",True,883816,"CZK 63,889/ m2",The quiet part,G - Extremely uneconomical,08/03/2025,,,Good,,,,,
"{""Listing ID"": ""861560"", ""Available from"": ""12/05/2025"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Plot space"": ""812m²"", ""Price per unit"": ""CZK 7,993/ m2""}",True,861560,"CZK 7,993/ m2",The quiet part,,12/05/2025,,,,,,812m²,,Building
"{""Listing ID"": ""809831"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Mixed"", ""Price per unit"": ""€20/ m2"", ""Užitná plocha"": ""57m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""9. podlaží z 33"", ""EPC"": ""A - Extremely economical"", """": ""MHD 0 minutes on foot""}",True,809831,€20/ m2,The quiet part,A - Extremely economical,01/06/2025,57m²,9. podlaží z 33,Very good,2 bedroom,,,,
"{""Listing ID"": ""748795"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Užitná plocha"": ""55m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 5"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""CZK 309/ m2"", """": ""Lift""}",True,748795,CZK 309/ m2,The quiet part,B - Very economical,01/07/2025,55m²,2. podlaží z 5,New-build,2+kk,,,,
"{""Listing ID"": ""874385"", ""Layout"": ""5+kk"", ""Location"": ""The quiet part"", ""Available from"": ""01/12/2024"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Low-energy"": ""Yes"", ""Price per unit"": ""CZK 102,339/ m2"", ""Užitná plocha"": ""124m²"", ""Poloha domu"": ""Serial"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""445m²"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Designe"": ""Luxurious"", ""Total floors"": ""2"", """": ""Parking""}",True,874385,"CZK 102,339/ m2",The quiet part,A - Extremely economical,01/12/2024,124m²,,New-build,5+kk,Up to 10 years,445m²,2,
"{""Listing ID"": ""905571"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""31m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""4. podlaží z 6"", ""Price per unit"": ""CZK 674/ m2"", """": ""Lift""}",True,905571,CZK 674/ m2,The quiet part,,01/07/2025,31m²,4. podlaží z 6,New-build,Studio,,,,
"{""Listing ID"": ""673858"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Bathroom unit"", ""Užitná plocha"": ""54m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""4. podlaží z 5"", ""Building construction"": ""Brick"", ""Heating"": ""Distance"", ""Price per unit"": ""CZK 352/ m2"", """": ""MHD 3 minutes on foot""}",True,673858,CZK 352/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,54m²,4. podlaží z 5,Very good,2 bedroom,,,,
"{""Listing ID"": ""905573"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""42m²"", ""Location"": ""Centre"", ""Available from"": ""01/06/2025"", ""Floor"": ""2. podlaží z 2"", ""Price per unit"": ""CZK 321/ m2""}",True,905573,CZK 321/ m2,Centre,,01/06/2025,42m²,2. podlaží z 2,New-build,Studio,,,,
"{""Listing ID"": ""875670"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""CZK 466/ m2"", ""Užitná plocha"": ""65m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""3. podlaží"", """": ""Garage""}",True,875670,CZK 466/ m2,The quiet part,,08/06/2025,65m²,3. podlaží,,,,,,
"{""Listing ID"": ""782715"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Designe"": ""Standard"", ""Užitná plocha"": ""50m²"", ""Location"": ""The quiet part"", ""Available from"": ""05/05/2025"", ""Floor"": ""3. podlaží z 6"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 158,000/ m2"", """": ""Lift""}",True,782715,"CZK 158,000/ m2",The quiet part,G - Extremely uneconomical,05/05/2025,50m²,3. podlaží z 6,Very good,2+kk,,,,
"{""Listing ID"": ""587771"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""CZK 474/ m2"", ""Užitná plocha"": ""38m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/05/2025"", ""Floor"": ""10. podlaží"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Distance"", """": ""Lift""}",True,587771,CZK 474/ m2,The quiet part,A - Extremely economical,15/05/2025,38m²,10. podlaží,Very good,2+kk,,,,
"{""Listing ID"": ""904531"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Užitná plocha"": ""84m²"", ""Location"": ""The quiet part"", ""Available from"": ""12/05/2025"", ""Floor"": ""2. podlaží z 5"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 109,524/ m2"", """": ""Loggia balcony: 4 m²""}",True,904531,"CZK 109,524/ m2",The quiet part,E - Wasteful,12/05/2025,84m²,2. podlaží z 5,Good,3+1,,,,
"{""Listing ID"": ""905582"", ""Plot space"": ""3,282m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 52/ m2"", """": ""MHD 4 minutes on foot""}",True,905582,CZK 52/ m2,Polosamota,,,,,Very good,,,"3,282m²",,Field
"{""Listing ID"": ""881117"", ""Available from"": ""11/02/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 3,990/ m2"", ""Location"": ""The quiet part"", ""Plot space"": ""1,203m²"", ""Plot type"": ""Building""}",True,881117,"CZK 3,990/ m2",The quiet part,,11/02/2025,,,,,,"1,203m²",,Building
"{""Listing ID"": ""905574"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 345/ m2"", ""Užitná plocha"": ""42m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""4. podlaží z 6"", ""Age"": ""Up to 10 years"", ""Designe"": ""Luxurious"", """": ""Garage""}",True,905574,CZK 345/ m2,The quiet part,,01/06/2025,42m²,4. podlaží z 6,New-build,Studio,Up to 10 years,,,
"{""Listing ID"": ""880809"", ""Layout"": ""4+1"", ""Location"": ""The quiet part"", ""Available from"": ""08/02/2025"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 49,909/ m2"", ""Užitná plocha"": ""110m²"", ""Poloha domu"": ""Serial"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""189m²"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical""}",True,880809,"CZK 49,909/ m2",The quiet part,C - Economical,08/02/2025,110m²,,Very good,4+1,,189m²,,
"{""Listing ID"": ""905584"", ""Poloha rekreačního objektu"": ""Separate"", ""Available from"": ""15/05/2025"", ""Condition"": ""Good"", ""Price per unit"": ""CZK 156/ m2"", ""Užitná plocha"": ""80m²"", ""Fully furnished"": ""Partly"", ""Plot space"": ""8,500m²"", ""Building construction"": ""Brick"", """": ""Parking""}",True,905584,CZK 156/ m2,,,15/05/2025,80m²,,Good,,,"8,500m²",,
"{""Listing ID"": ""905585"", ""Layout"": ""5+kk"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""1m²"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""150m²"", ""Poloha domu"": ""Serial"", ""Available from"": ""15/05/2025"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 167/ m2"", """": ""Parking""}",True,905585,CZK 167/ m2,,,15/05/2025,150m²,,Very good,5+kk,,1m²,,
"{""Listing ID"": ""878627"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""CZK 95,213/ m2"", ""Užitná plocha"": ""94m²"", ""Location"": ""Busy part"", ""Available from"": ""12/04/2025"", ""Floor"": ""2. podlaží z 4"", ""Building construction"": ""Brick"", ""Designe"": ""Standard"", """": ""MHD 0 minutes on foot""}",True,878627,"CZK 95,213/ m2",Busy part,D - Less economical,12/04/2025,94m²,2. podlaží z 4,Very good,3+1,,,,
"{""Listing ID"": ""905591"", ""Poloha nemovitosti"": ""Serial"", ""Available from"": ""02/06/2025"", ""Building construction"": ""Prefab concrete"", ""Plocha garáže"": ""15m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 177/ m2"", """": ""MHD 0 minutes on foot""}",True,905591,CZK 177/ m2,,,02/06/2025,,,Very good,,,,,
"{""Listing ID"": ""905267"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""15m²"", ""Location"": ""Centre"", ""Available from"": ""20/05/2025"", ""Floor"": ""3. podlaží z 5"", ""Price per unit"": ""CZK 767/ m2"", """": ""Lift""}",True,905267,CZK 767/ m2,Centre,,20/05/2025,15m²,3. podlaží z 5,Good,Studio,,,,
"{""Listing ID"": ""863572"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Mixed"", ""Užitná plocha"": ""27m²"", ""Location"": ""The quiet part"", ""Available from"": ""28/11/2024"", ""Floor"": ""5. podlaží z 12"", ""Price per unit"": ""CZK 555/ m2"", """": ""MHD 1 minute on foot""}",True,863572,CZK 555/ m2,The quiet part,,28/11/2024,27m²,5. podlaží z 12,New-build,Studio,,,,
"{""Listing ID"": ""905593"", ""Plot space"": ""2,248m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 34/ m2"", """": ""MHD 6 minutes on foot""}",True,905593,CZK 34/ m2,Solitude,,,,,Very good,,,"2,248m²",,Field
"{""Listing ID"": ""897112"", ""Layout"": ""Studio"", ""Available from"": ""15/04/2025"", ""Floor"": ""6. podlaží"", ""Building construction"": ""Mixed"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 514/ m2"", ""Užitná plocha"": ""35m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", """": ""MHD 1 minute on foot""}",True,897112,CZK 514/ m2,,B - Very economical,15/04/2025,35m²,6. podlaží,New-build,Studio,,,,
"{""Listing ID"": ""905594"", ""Plot space"": ""10,539m²"", ""Plot type"": ""Meadow"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 29/ m2"", """": ""MHD 2 minutes by car""}",True,905594,CZK 29/ m2,Polosamota,,,,,Very good,,,"10,539m²",,Meadow
"{""Listing ID"": ""897115"", ""Layout"": ""Studio"", ""Available from"": ""15/04/2025"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Mixed"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 514/ m2"", ""Užitná plocha"": ""35m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", """": ""MHD 1 minute on foot""}",True,897115,CZK 514/ m2,,B - Very economical,15/04/2025,35m²,4. podlaží,New-build,Studio,,,,
"{""Listing ID"": ""897116"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 278/ m2"", ""Užitná plocha"": ""63m²"", ""Location"": ""Residences"", ""Available from"": ""01/06/2025"", ""Floor"": ""Ground floor"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Designe"": ""Luxurious"", """": ""MHD 4 minutes on foot""}",True,897116,CZK 278/ m2,Residences,C - Economical,01/06/2025,63m²,Ground floor,Very good,2+kk,Up to 10 years,,,
"{""Listing ID"": ""905596"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Mixed"", ""Užitná plocha"": ""60m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/07/2025"", ""Floor"": ""4. podlaží z 11"", ""Price per unit"": ""CZK 523/ m2"", """": ""Garage""}",True,905596,CZK 523/ m2,The quiet part,,15/07/2025,60m²,4. podlaží z 11,New-build,2+kk,,,,
"{""Listing ID"": ""896352"", ""Layout"": ""4+kk"", ""Location"": ""The Edge"", ""Available from"": ""01/07/2025"", ""Condition"": ""In the reconstruction"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 25,667/ m2"", ""Užitná plocha"": ""150m²"", ""Poloha domu"": ""Corner"", ""Fully furnished"": ""Partly"", ""Plot space"": ""1,000m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""1"", """": ""Parking""}",True,896352,"CZK 25,667/ m2",The Edge,G - Extremely uneconomical,01/07/2025,150m²,,In the reconstruction,4+kk,,"1,000m²",1,
"{""Listing ID"": ""863454"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""59m²"", ""Location"": ""The quiet part"", ""Available from"": ""11/02/2025"", ""Floor"": ""2. podlaží z 2"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 169/ m2"", """": ""Front garden 300 m²""}",True,863454,CZK 169/ m2,The quiet part,D - Less economical,11/02/2025,59m²,2. podlaží z 2,Good,2 bedroom,,,,
"{""Listing ID"": ""876930"", ""Layout"": ""1 bedroom"", ""Location"": ""The quiet part"", ""Available from"": ""11/02/2025"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""39m²"", ""Poloha nemovitosti"": ""Separate"", ""Fully furnished"": ""Partly"", ""Plot space"": ""500m²"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 205/ m2"", """": ""MHD 4 minutes on foot""}",True,876930,CZK 205/ m2,The quiet part,D - Less economical,11/02/2025,39m²,,Good,1 bedroom,,500m²,,
"{""Listing ID"": ""596116"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Other"", ""EPC"": ""C - Economical"", ""Heating"": ""Distance"", ""Designe"": ""Standard"", ""Užitná plocha"": ""54m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/05/2025"", ""Floor"": ""4. podlaží z 6"", ""Building construction"": ""Brick"", ""Age"": ""10 to 30 years"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 276/ m2"", """": ""Lift""}",True,596116,CZK 276/ m2,The quiet part,C - Economical,01/05/2025,54m²,4. podlaží z 6,Very good,2+kk,10 to 30 years,,,
"{""Listing ID"": ""905600"", ""Poloha nemovitosti"": ""Serial"", ""Available from"": ""20/05/2025"", ""Building construction"": ""Brick"", ""Plocha garáže"": ""20m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Price per unit"": ""CZK 125/ m2"", """": ""MHD 1 minute on foot""}",True,905600,CZK 125/ m2,,,20/05/2025,,,Good,,,,,
"{""Listing ID"": ""897124"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""EPC"": ""B - Very economical"", ""Plocha garáže"": ""15m²"", ""Available from"": ""15/04/2025"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 133/ m2"", """": ""MHD 1 minute on foot""}",True,897124,CZK 133/ m2,,B - Very economical,15/04/2025,,,New-build,,,,,
"{""Listing ID"": ""831051"", ""Layout"": ""4+1"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""408m²"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""96m²"", ""Location"": ""The quiet part"", ""Available from"": ""12/03/2025"", ""Condition"": ""Under construction"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 72,906/ m2"", """": ""MHD 5 minutes on foot""}",True,831051,"CZK 72,906/ m2",The quiet part,B - Very economical,12/03/2025,96m²,,Under construction,4+1,,408m²,,
"{""Listing ID"": ""897126"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""EPC"": ""B - Very economical"", ""Plocha garáže"": ""15m²"", ""Available from"": ""15/04/2025"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 133/ m2"", """": ""MHD 1 minute on foot""}",True,897126,CZK 133/ m2,,B - Very economical,15/04/2025,,,New-build,,,,,
"{""Listing ID"": ""874467"", ""Location"": ""The quiet part"", ""Available from"": ""02/12/2024"", ""Building construction"": ""Brick"", ""Plocha garáže"": ""18m²"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 167/ m2"", """": ""Garage""}",True,874467,CZK 167/ m2,The quiet part,,02/12/2024,,,Very good,,,,,
"{""Listing ID"": ""878011"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Heating"": ""Central"", ""Užitná plocha"": ""62m²"", ""Location"": ""Centre"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 3"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Price per unit"": ""CZK 115,968/ m2"", """": ""Parking""}",True,878011,"CZK 115,968/ m2",Centre,B - Very economical,01/07/2025,62m²,2. podlaží z 3,New-build,2+kk,Up to 10 years,,,
