Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""897730"", ""Layout"": ""7+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 147/ m2"", ""Užitná plocha"": ""197m²"", ""Location"": ""Centre"", ""Available from"": ""01/06/2025"", ""Floor"": ""2. podlaží z 2"", ""Building construction"": ""Brick"", ""Designe"": ""Standard"", """": ""Parking""}",True,897730,CZK 147/ m2,2. podlaží z 2,Very good,Centre,01/06/2025,197m²,7+kk,,,,,
"{""Listing ID"": ""911233"", ""Plot space"": ""2,360m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 25/ m2"", """": ""MHD 9 minutes on foot""}",True,911233,CZK 25/ m2,,Very good,The quiet part,,,,,"2,360m²",Field,,
"{""Listing ID"": ""911232"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""72m²"", ""Location"": ""Centre"", ""Available from"": ""02/06/2025"", ""Floor"": ""1. podlaží z 9"", ""Price per unit"": ""CZK 243/ m2"", """": ""Parking""}",True,911232,CZK 243/ m2,1. podlaží z 9,Very good,Centre,02/06/2025,72m²,3+1,,,,,
"{""Listing ID"": ""907769"", ""Plot space"": ""56,697m²"", ""Plot type"": ""Garden"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 206/ m2"", """": ""MHD 5 minutes by car""}",True,907769,CZK 206/ m2,,Very good,Solitude,,,,,"56,697m²",Garden,,
"{""Listing ID"": ""907768"", ""Plot space"": ""11,718m²"", ""Plot type"": ""Garden"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 136/ m2"", """": ""MHD 2 minutes by car""}",True,907768,CZK 136/ m2,,Very good,Polosamota,,,,,"11,718m²",Garden,,
"{""Listing ID"": ""911237"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""After reconstruction"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""40m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/06/2025"", ""Floor"": ""9. podlaží z 13"", ""Price per unit"": ""CZK 325/ m2"", """": ""Wheelchair accessible""}",True,911237,CZK 325/ m2,9. podlaží z 13,After reconstruction,The quiet part,02/06/2025,40m²,2+kk,,,,,
"{""Listing ID"": ""910505"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""32m²"", ""Location"": ""Residences"", ""Available from"": ""30/05/2025"", ""Floor"": ""3. podlaží z 7"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 60,938/ m2"", """": ""Basement: 1.6 m²""}",True,910505,"CZK 60,938/ m2",3. podlaží z 7,Good,Residences,30/05/2025,32m²,1 bedroom,G - Extremely uneconomical,,,,
"{""Listing ID"": ""883429"", ""Poloha nemovitosti"": ""Serial"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 36,111/ m2"", ""Plocha garáže"": ""18m²"", ""Location"": ""The quiet part"", ""Available from"": ""04/03/2025"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical""}",True,883429,"CZK 36,111/ m2",,Very good,The quiet part,04/03/2025,,,G - Extremely uneconomical,,,,
"{""Listing ID"": ""907764"", ""Plot space"": ""21,655m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 70/ m2"", """": ""MHD 11 minutes by car""}",True,907764,CZK 70/ m2,,Very good,Solitude,,,,,"21,655m²",Meadow,,
"{""Listing ID"": ""911239"", ""Plot space"": ""12,840m²"", ""Plot type"": ""Commercial"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 3,145/ m2"", """": ""MHD 8 minutes on foot""}",True,911239,"CZK 3,145/ m2",,Very good,Polosamota,,,,,"12,840m²",Commercial,,
"{""Listing ID"": ""911240"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""64m²"", ""Location"": ""Centre"", ""Available from"": ""02/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Price per unit"": ""CZK 180/ m2""}",True,911240,CZK 180/ m2,2. podlaží z 3,Very good,Centre,02/06/2025,64m²,2 bedroom,,,,,
"{""Listing ID"": ""269197"", ""Layout"": ""Other"", ""Fully furnished"": ""Partly"", ""Plot space"": ""6,500m²"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Age"": ""Over 50 years"", ""Reconstruction"": ""Complete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 51,667/ m2"", ""Užitná plocha"": ""300m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/01/2023"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Heating"": ""Central"", ""Designe"": ""Standard"", ""Sewage"": ""Public sewage"", """": ""MHD 5 minutes on foot""}",True,269197,"CZK 51,667/ m2",2. podlaží,Good,The quiet part,01/01/2023,300m²,Other,E - Wasteful,"6,500m²",,Over 50 years,
"{""Listing ID"": ""911241"", ""Plot space"": ""1,014m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 48/ m2"", """": ""MHD 4 minutes by car""}",True,911241,CZK 48/ m2,,Very good,Solitude,,,,,"1,014m²",Field,,
"{""Listing ID"": ""901720"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""56m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/05/2025"", ""Floor"": ""6. podlaží z 6"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 139,268/ m2""}",True,901720,"CZK 139,268/ m2",6. podlaží z 6,Very good,The quiet part,02/05/2025,56m²,3+kk,C - Economical,,,,
"{""Listing ID"": ""911243"", ""Plot space"": ""43,342m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 29/ m2"", """": ""MHD 5 minutes by car""}",True,911243,CZK 29/ m2,,Very good,The quiet part,,,,,"43,342m²",Meadow,,
"{""Listing ID"": ""367214"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Designe"": ""Luxurious"", ""Užitná plocha"": ""37m²"", ""Location"": ""The quiet part"", ""Available from"": ""07/06/2025"", ""Floor"": ""3. podlaží z 5"", ""Building construction"": ""Brick"", ""Heating"": ""Distance"", ""Price per unit"": ""CZK 568/ m2"", """": ""Garage""}",True,367214,CZK 568/ m2,3. podlaží z 5,New-build,The quiet part,07/06/2025,37m²,Studio,A - Extremely economical,,,,
"{""Listing ID"": ""875091"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Designe"": ""Standard"", ""Užitná plocha"": ""57m²"", ""Location"": ""Residences"", ""Available from"": ""01/06/2025"", ""Floor"": ""Ground floor"", ""EPC"": ""C - Economical"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 368/ m2"", """": ""Lift""}",True,875091,CZK 368/ m2,Ground floor,Very good,Residences,01/06/2025,57m²,2+kk,C - Economical,,,Up to 10 years,
"{""Listing ID"": ""911244"", ""Plot space"": ""4,205m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 20/ m2"", """": ""MHD 3 minutes by car""}",True,911244,CZK 20/ m2,,Very good,The quiet part,,,,,"4,205m²",Meadow,,
"{""Listing ID"": ""911245"", ""Plot space"": ""5,741m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 43/ m2"", """": ""MHD 4 minutes on foot""}",True,911245,CZK 43/ m2,,Very good,The quiet part,,,,,"5,741m²",Meadow,,
"{""Listing ID"": ""911246"", ""Plot space"": ""4,467m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 49/ m2"", """": ""MHD 2 minutes by car""}",True,911246,CZK 49/ m2,,Very good,Solitude,,,,,"4,467m²",Field,,
"{""Listing ID"": ""911247"", ""Plot space"": ""3,741m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 67/ m2"", """": ""MHD 9 minutes on foot""}",True,911247,CZK 67/ m2,,Very good,The quiet part,,,,,"3,741m²",Field,,
"{""Listing ID"": ""911248"", ""Plot space"": ""7,780m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 28/ m2"", """": ""MHD 3 minutes by car""}",True,911248,CZK 28/ m2,,Very good,The quiet part,,,,,"7,780m²",Meadow,,
"{""Listing ID"": ""911250"", ""Plot space"": ""13,600m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 294/ m2"", """": ""MHD 8 minutes on foot""}",True,911250,CZK 294/ m2,,Very good,The quiet part,,,,,"13,600m²",Building,,
"{""Listing ID"": ""761765"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Mixed"", ""Heating"": ""Electric boiler"", ""Designe"": ""Standard"", ""Užitná plocha"": ""40m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/09/2025"", ""Floor"": ""1. podlaží z 3"", ""EPC"": ""C - Economical"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 363/ m2"", """": ""MHD 2 minutes by car""}",True,761765,CZK 363/ m2,1. podlaží z 3,Very good,The quiet part,01/09/2025,40m²,1 bedroom,C - Economical,,,,
"{""Listing ID"": ""911249"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Building construction"": ""Mixed"", ""Užitná plocha"": ""30m²"", ""Location"": ""Centre"", ""Available from"": ""02/06/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 333/ m2"", """": ""Parking""}",True,911249,CZK 333/ m2,Ground floor,Good,Centre,02/06/2025,30m²,Studio,,,,,
"{""Listing ID"": ""911251"", ""Plot space"": ""26,114m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 15/ m2"", """": ""MHD 11 minutes by car""}",True,911251,CZK 15/ m2,,Very good,The quiet part,,,,,"26,114m²",Meadow,,
"{""Listing ID"": ""523543"", ""Layout"": ""6+1"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Brick"", ""Reconstruction"": ""Exterior"", ""Užitná plocha"": ""130m²"", ""Location"": ""The quiet part"", ""Available from"": ""12/12/2024"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""CZK 115/ m2"", """": ""MHD 3 minutes on foot""}",True,523543,CZK 115/ m2,4. podlaží,,The quiet part,12/12/2024,130m²,6+1,G - Extremely uneconomical,,,,
"{""Listing ID"": ""731004"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 369/ m2"", ""Užitná plocha"": ""35m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""2. podlaží z 6"", ""EPC"": ""C - Economical"", """": ""Basement: 2 m²""}",True,731004,CZK 369/ m2,2. podlaží z 6,Good,The quiet part,01/06/2025,35m²,Studio,C - Economical,,,,
"{""Listing ID"": ""909186"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 87,703/ m2"", ""Užitná plocha"": ""74m²"", ""Location"": ""The quiet part"", ""Available from"": ""30/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Building construction"": ""Brick"", ""Age"": ""30 - 50 years"", ""Designe"": ""Standard"", """": ""Basement: 2 m²""}",True,909186,"CZK 87,703/ m2",2. podlaží z 3,Good,The quiet part,30/06/2025,74m²,3+1,G - Extremely uneconomical,,,30 - 50 years,
"{""Listing ID"": ""911252"", ""Poloha nebytového prostoru"": ""Separate"", ""Available from"": ""02/06/2025"", ""Building construction"": ""Brick"", ""Plocha nebytového prostoru"": ""20m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Price per unit"": ""CZK 593/ m2"", """": ""Garage""}",True,911252,CZK 593/ m2,,Good,,02/06/2025,,,,,,,
"{""Listing ID"": ""900178"", ""Layout"": ""4+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""110m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/04/2025"", ""Floor"": ""2. podlaží z 4"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Other"", ""Price per unit"": ""CZK 51,553/ m2"", """": ""MHD 3 minutes by car""}",True,900178,"CZK 51,553/ m2",2. podlaží z 4,Very good,The quiet part,27/04/2025,110m²,4+1,B - Very economical,,,,
"{""Listing ID"": ""910517"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""75m²"", ""Location"": ""The quiet part"", ""Available from"": ""29/05/2025"", ""Floor"": ""3. podlaží z 8"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 46,667/ m2"", """": ""Lift""}",True,910517,"CZK 46,667/ m2",3. podlaží z 8,Very good,The quiet part,29/05/2025,75m²,4+kk,C - Economical,,,,
"{""Listing ID"": ""911253"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""49m²"", ""Location"": ""Centre"", ""Available from"": ""02/06/2025"", ""Floor"": ""1. podlaží z 2"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 286/ m2"", """": ""Basement: 8 m²""}",True,911253,CZK 286/ m2,1. podlaží z 2,Very good,Centre,02/06/2025,49m²,2+kk,D - Less economical,,,,
"{""Listing ID"": ""539166"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Designe"": ""Luxurious"", ""Užitná plocha"": ""70m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""4. podlaží z 7"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 421/ m2"", """": ""Parking""}",True,539166,CZK 421/ m2,4. podlaží z 7,Very good,The quiet part,01/07/2025,70m²,2+kk,A - Extremely economical,,,,
"{""Listing ID"": ""911254"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""23m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/06/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 478/ m2"", """": ""Basement: 2 m²""}",True,911254,CZK 478/ m2,Ground floor,Very good,The quiet part,02/06/2025,23m²,Studio,,,,,
"{""Listing ID"": ""665677"", ""Location"": ""The quiet part"", ""Floor"": ""1. podlaží"", ""Plocha garáže"": ""18m²"", ""Available from"": ""01/05/2025"", ""Price per unit"": ""CZK 111/ m2"", """": ""MHD 1 minute on foot""}",True,665677,CZK 111/ m2,1. podlaží,,The quiet part,01/05/2025,,,,,,,
"{""Listing ID"": ""911256"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""61m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/06/2025"", ""Floor"": ""2. podlaží z 8"", ""Price per unit"": ""CZK 197/ m2"", """": ""Lift""}",True,911256,CZK 197/ m2,2. podlaží z 8,Very good,The quiet part,02/06/2025,61m²,2 bedroom,,,,,
"{""Listing ID"": ""695090"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""54m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 367/ m2"", """": ""Lift""}",True,695090,CZK 367/ m2,2. podlaží,Very good,The quiet part,01/07/2025,54m²,2+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""886047"", ""Available from"": ""27/03/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 5,320/ m2"", ""Location"": ""The quiet part"", ""Plot space"": ""562m²"", ""Plot type"": ""Building""}",True,886047,"CZK 5,320/ m2",,,The quiet part,27/03/2025,,,,562m²,Building,,
"{""Listing ID"": ""871811"", ""Location"": ""The quiet part"", ""Available from"": ""31/07/2025"", ""Price per unit"": ""CZK 1,079/ m2"", ""Užitná plocha"": ""84m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""3. podlaží"", """": ""MHD 4 minutes on foot""}",True,871811,"CZK 1,079/ m2",3. podlaží,,The quiet part,31/07/2025,84m²,,,,,,
"{""Listing ID"": ""911261"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""36m²"", ""Location"": ""Centre"", ""Available from"": ""01/08/2025"", ""Floor"": ""5. podlaží z 5"", ""Price per unit"": ""CZK 450/ m2"", """": ""Lift""}",True,911261,CZK 450/ m2,5. podlaží z 5,Very good,Centre,01/08/2025,36m²,1 bedroom,,,,,
"{""Listing ID"": ""670207"", ""Layout"": ""Small studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""32m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 422/ m2"", """": ""MHD 0 minutes on foot""}",True,670207,CZK 422/ m2,2. podlaží z 3,Very good,The quiet part,02/06/2025,32m²,Small studio,G - Extremely uneconomical,,,,
"{""Listing ID"": ""437078"", ""Layout"": ""Other"", ""Fully furnished"": ""Unfurnished"", ""Floor"": ""5. podlaží"", ""Building construction"": ""Prefab concrete"", ""Plocha kanceláře"": ""60m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/09/2022"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 35/ m2"", """": ""MHD 4 minutes on foot""}",True,437078,CZK 35/ m2,5. podlaží,,The quiet part,27/09/2022,,Other,,,,,
"{""Listing ID"": ""854867"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""15m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/07/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 653/ m2"", """": ""Parking""}",True,854867,CZK 653/ m2,Ground floor,New-build,The quiet part,27/07/2025,15m²,Studio,,,,,
"{""Listing ID"": ""911265"", ""Plot space"": ""1,302m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 1,305/ m2"", """": ""MHD 5 minutes on foot""}",True,911265,"CZK 1,305/ m2",,Very good,The quiet part,,,,,"1,302m²",Building,,
"{""Listing ID"": ""911266"", ""Plot space"": ""3,432m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 437/ m2"", """": ""MHD 1 minute on foot""}",True,911266,CZK 437/ m2,,Very good,The quiet part,,,,,"3,432m²",Field,,
"{""Listing ID"": ""911267"", ""Plot space"": ""15,355m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 16/ m2"", """": ""MHD 4 minutes by car""}",True,911267,CZK 16/ m2,,Very good,The quiet part,,,,,"15,355m²",Meadow,,
"{""Listing ID"": ""911270"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""42m²"", ""Location"": ""Residences"", ""Available from"": ""02/06/2025"", ""Floor"": ""11. podlaží z 11"", ""Price per unit"": ""CZK 500/ m2"", """": ""Lift""}",True,911270,CZK 500/ m2,11. podlaží z 11,Very good,Residences,02/06/2025,42m²,2+kk,,,,,
"{""Listing ID"": ""901650"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""Heating"": ""Gas boiler"", ""Designe"": ""Standard"", ""Užitná plocha"": ""80m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/05/2025"", ""Floor"": ""2. podlaží z 1"", ""Building construction"": ""Brick"", ""Reconstruction"": ""Interior"", ""Price per unit"": ""CZK 156/ m2"", """": ""Loggia balcony: 4 m²""}",True,901650,CZK 156/ m2,2. podlaží z 1,Good,The quiet part,02/05/2025,80m²,3+1,,,,,
"{""Listing ID"": ""911272"", ""Location"": ""Busy part"", ""Available from"": ""02/06/2025"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 158/ m2"", ""Plocha nebytového prostoru"": ""83m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", """": ""Parking""}",True,911272,CZK 158/ m2,,Good,Busy part,02/06/2025,,,D - Less economical,,,,
"{""Listing ID"": ""911273"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Skeleton"", ""Užitná plocha"": ""33m²"", ""Location"": ""The Edge"", ""Available from"": ""02/06/2025"", ""Floor"": ""8. podlaží z 10"", ""Price per unit"": ""CZK 576/ m2"", """": ""MHD 5 minutes on foot""}",True,911273,CZK 576/ m2,8. podlaží z 10,New-build,The Edge,02/06/2025,33m²,Studio,,,,,
"{""Listing ID"": ""901949"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""50m²"", ""Location"": ""Centre"", ""Available from"": ""31/05/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 200/ m2"", """": ""Lift""}",True,901949,CZK 200/ m2,Ground floor,Very good,Centre,31/05/2025,50m²,2 bedroom,,,,,
"{""Listing ID"": ""911275"", ""Plot space"": ""4,785m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 73/ m2"", """": ""MHD 4 minutes by car""}",True,911275,CZK 73/ m2,,Very good,Solitude,,,,,"4,785m²",Field,,
"{""Listing ID"": ""911278"", ""Plot space"": ""1,360m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 73/ m2"", """": ""MHD 5 minutes by car""}",True,911278,CZK 73/ m2,,Very good,Solitude,,,,,"1,360m²",Field,,
"{""Listing ID"": ""911277"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""49m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/06/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 235/ m2"", """": ""Parking""}",True,911277,CZK 235/ m2,Ground floor,Very good,The quiet part,02/06/2025,49m²,Studio,,,,,
"{""Listing ID"": ""900759"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""207m²"", ""Ownership"": ""Other"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""135m²"", ""Poloha domu"": ""Serial"", ""Available from"": ""29/04/2025"", ""Condition"": ""In the reconstruction"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 39,259/ m2""}",True,900759,"CZK 39,259/ m2",,In the reconstruction,,29/04/2025,135m²,4+kk,G - Extremely uneconomical,207m²,,,
"{""Listing ID"": ""898786"", ""Layout"": ""6+kk"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Condition"": ""In the reconstruction"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Užitná plocha"": ""172m²"", ""Poloha domu"": ""Separate"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""703m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""CZK 38,953/ m2"", """": ""Basement: 18 m²""}",True,898786,"CZK 38,953/ m2",,In the reconstruction,The quiet part,01/06/2025,172m²,6+kk,G - Extremely uneconomical,703m²,,,
"{""Listing ID"": ""911283"", ""Plot space"": ""9,917m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 39/ m2"", """": ""MHD 6 minutes by car""}",True,911283,CZK 39/ m2,,Very good,Solitude,,,,,"9,917m²",Meadow,,
"{""Listing ID"": ""911286"", ""Plot space"": ""9,260m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 39/ m2"", """": ""MHD 7 minutes by car""}",True,911286,CZK 39/ m2,,Very good,Solitude,,,,,"9,260m²",Meadow,,
"{""Listing ID"": ""911284"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Interior"", ""Užitná plocha"": ""50m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/06/2025"", ""Floor"": ""2. podlaží z 5"", ""Building construction"": ""Brick"", ""Heating"": ""Electric boiler"", ""Price per unit"": ""CZK 480/ m2"", """": ""Basement: 4 m²""}",True,911284,CZK 480/ m2,2. podlaží z 5,Very good,The quiet part,02/06/2025,50m²,2 bedroom,G - Extremely uneconomical,,,,
"{""Listing ID"": ""911290"", ""Plot space"": ""6,683m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 37/ m2"", """": ""MHD 7 minutes by car""}",True,911290,CZK 37/ m2,,Very good,Solitude,,,,,"6,683m²",Meadow,,
