Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""909079"", ""Layout"": ""2 bedroom"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""35m²"", ""Available from"": ""16/06/2025"", ""Floor"": ""1. podlaží z 6"", ""Price per unit"": ""€31/ m2"", """": ""MHD 1 minute on foot""}",True,909079,€31/ m2,1. podlaží z 6,Very good,,16/06/2025,35m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""909080"", ""Layout"": ""5+1"", ""Condition"": ""Good"", ""Total floors"": ""4"", ""Užitná plocha"": ""134m²"", ""Plot space"": ""247m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,216/ m2"", """": ""MHD 0 minutes on foot""}",True,909080,"€5,216/ m2",,Good,,,134m²,5+1,,247m²,,Over 50 years,4
"{""Listing ID"": ""864514"", ""Plot space"": ""1,314m²"", ""Plot type"": ""Other"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 608/ m2"", """": ""MHD 7 minutes on foot""}",True,864514,CZK 608/ m2,,Very good,The quiet part,,,,,"1,314m²",Other,,
"{""Listing ID"": ""864515"", ""Plot space"": ""11,496m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 32/ m2"", """": ""MHD 1 minute by car""}",True,864515,CZK 32/ m2,,Very good,The quiet part,,,,,"11,496m²",Meadow,,
"{""Listing ID"": ""864516"", ""Plot space"": ""3,358m²"", ""Plot type"": ""Forest"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 21/ m2"", """": ""MHD 3 minutes on foot""}",True,864516,CZK 21/ m2,,Very good,The quiet part,,,,,"3,358m²",Forest,,
"{""Listing ID"": ""864517"", ""Plot space"": ""1,777m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 28/ m2"", """": ""MHD 3 minutes on foot""}",True,864517,CZK 28/ m2,,Very good,The quiet part,,,,,"1,777m²",Meadow,,
"{""Listing ID"": ""864518"", ""Plot space"": ""1,709m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 64/ m2"", """": ""MHD 11 minutes by car""}",True,864518,CZK 64/ m2,,Very good,The quiet part,,,,,"1,709m²",Field,,
"{""Listing ID"": ""864524"", ""Plot space"": ""5,985m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 33/ m2"", """": ""MHD 4 minutes by car""}",True,864524,CZK 33/ m2,,Very good,The quiet part,,,,,"5,985m²",Field,,
"{""Listing ID"": ""864526"", ""Plot space"": ""1,144m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 25/ m2"", """": ""MHD 5 minutes by car""}",True,864526,CZK 25/ m2,,Very good,The quiet part,,,,,"1,144m²",Meadow,,
"{""Listing ID"": ""864529"", ""Plot space"": ""31,129m²"", ""Plot type"": ""Meadow"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 111/ m2"", """": ""MHD 9 minutes on foot""}",True,864529,CZK 111/ m2,,Very good,Polosamota,,,,,"31,129m²",Meadow,,
"{""Listing ID"": ""864535"", ""Plot space"": ""3,274m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 34/ m2"", """": ""MHD 6 minutes by car""}",True,864535,CZK 34/ m2,,Very good,The quiet part,,,,,"3,274m²",Meadow,,
"{""Listing ID"": ""909082"", ""Layout"": ""4+1"", ""Condition"": ""Very good"", ""Total floors"": ""1"", ""Užitná plocha"": ""116m²"", ""Plot space"": ""1,080m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,466/ m2"", """": ""Garage""}",True,909082,"€6,466/ m2",,Very good,,,116m²,4+1,,"1,080m²",,Over 50 years,1
"{""Listing ID"": ""864536"", ""Plot space"": ""4,213m²"", ""Plot type"": ""Forest"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 28/ m2"", """": ""MHD 5 minutes by car""}",True,864536,CZK 28/ m2,,Very good,The quiet part,,,,,"4,213m²",Forest,,
"{""Listing ID"": ""864537"", ""Plot space"": ""29,829m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 60/ m2"", """": ""MHD 3 minutes by car""}",True,864537,CZK 60/ m2,,Very good,The quiet part,,,,,"29,829m²",Meadow,,
"{""Listing ID"": ""864539"", ""Plot space"": ""13,621m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 60/ m2"", """": ""MHD 2 minutes by car""}",True,864539,CZK 60/ m2,,Very good,Solitude,,,,,"13,621m²",Meadow,,
"{""Listing ID"": ""864540"", ""Plot space"": ""2,605m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 60/ m2"", """": ""MHD 5 minutes by car""}",True,864540,CZK 60/ m2,,Very good,The quiet part,,,,,"2,605m²",Meadow,,
"{""Listing ID"": ""864541"", ""Plot space"": ""3,942m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 38/ m2"", """": ""MHD 4 minutes on foot""}",True,864541,CZK 38/ m2,,Very good,The quiet part,,,,,"3,942m²",Field,,
"{""Listing ID"": ""864542"", ""Plot space"": ""26,489m²"", ""Plot type"": ""Forest"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 11/ m2"", """": ""MHD 9 minutes by car""}",True,864542,CZK 11/ m2,,Very good,Solitude,,,,,"26,489m²",Forest,,
"{""Listing ID"": ""864556"", ""Plot space"": ""7,281m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 38/ m2"", """": ""MHD 1 minute by car""}",True,864556,CZK 38/ m2,,Very good,The quiet part,,,,,"7,281m²",Field,,
"{""Listing ID"": ""864557"", ""Plot space"": ""4,926m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 0/ m2"", """": ""MHD 8 minutes on foot""}",True,864557,CZK 0/ m2,,Very good,The quiet part,,,,,"4,926m²",Building,,
"{""Listing ID"": ""864559"", ""Plot space"": ""2,046m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 733/ m2"", """": ""MHD 8 minutes on foot""}",True,864559,CZK 733/ m2,,Very good,The quiet part,,,,,"2,046m²",Building,,
"{""Listing ID"": ""864562"", ""Plot space"": ""6,444m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 1,272/ m2"", """": ""MHD 3 minutes on foot""}",True,864562,"CZK 1,272/ m2",,Very good,The quiet part,,,,,"6,444m²",Field,,
"{""Listing ID"": ""864563"", ""Plot space"": ""6,444m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 1,272/ m2"", """": ""MHD 3 minutes on foot""}",True,864563,"CZK 1,272/ m2",,Very good,The quiet part,,,,,"6,444m²",Building,,
"{""Listing ID"": ""864564"", ""Plot space"": ""3,742m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 320/ m2"", """": ""MHD 2 minutes by car""}",True,864564,CZK 320/ m2,,Very good,The quiet part,,,,,"3,742m²",Field,,
"{""Listing ID"": ""864565"", ""Plot space"": ""2,825m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 16/ m2"", """": ""MHD 6 minutes on foot""}",True,864565,CZK 16/ m2,,Very good,The quiet part,,,,,"2,825m²",Meadow,,
"{""Listing ID"": ""864567"", ""Plot space"": ""3,316m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 166/ m2"", """": ""MHD 5 minutes on foot""}",True,864567,CZK 166/ m2,,Very good,The quiet part,,,,,"3,316m²",Meadow,,
"{""Listing ID"": ""864569"", ""Plot space"": ""4,970m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 170/ m2"", """": ""MHD 7 minutes by car""}",True,864569,CZK 170/ m2,,Very good,The quiet part,,,,,"4,970m²",Building,,
"{""Listing ID"": ""909083"", ""Layout"": ""6+1"", ""Condition"": ""Before reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,250/ m2"", ""Užitná plocha"": ""120m²"", ""Plot space"": ""942m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""2"", """": ""MHD 1 minute on foot""}",True,909083,"€3,250/ m2",,Before reconstruction,,,120m²,6+1,F - Very uneconomical,942m²,,Over 50 years,2
"{""Listing ID"": ""864570"", ""Plot space"": ""10,328m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 281/ m2"", """": ""MHD 3 minutes by car""}",True,864570,CZK 281/ m2,,Very good,The quiet part,,,,,"10,328m²",Field,,
"{""Listing ID"": ""864571"", ""Plot space"": ""21,839m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 25/ m2"", """": ""MHD 10 minutes by car""}",True,864571,CZK 25/ m2,,Very good,The quiet part,,,,,"21,839m²",Meadow,,
"{""Listing ID"": ""864572"", ""Plot space"": ""6,579m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 45/ m2"", """": ""MHD 3 minutes by car""}",True,864572,CZK 45/ m2,,Very good,The quiet part,,,,,"6,579m²",Field,,
"{""Listing ID"": ""864573"", ""Plot space"": ""31,522m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 78/ m2"", """": ""MHD 8 minutes on foot""}",True,864573,CZK 78/ m2,,Very good,The quiet part,,,,,"31,522m²",Field,,
"{""Listing ID"": ""864574"", ""Plot space"": ""8,539m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 40/ m2"", """": ""MHD 6 minutes by car""}",True,864574,CZK 40/ m2,,Very good,The quiet part,,,,,"8,539m²",Field,,
"{""Listing ID"": ""864575"", ""Plot space"": ""6,820m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 44/ m2"", """": ""MHD 1 minute by car""}",True,864575,CZK 44/ m2,,Very good,The quiet part,,,,,"6,820m²",Field,,
"{""Listing ID"": ""864578"", ""Plot space"": ""11,881m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 421/ m2"", """": ""MHD 7 minutes on foot""}",True,864578,CZK 421/ m2,,Very good,The quiet part,,,,,"11,881m²",Field,,
"{""Listing ID"": ""864579"", ""Plot space"": ""1,300m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 45/ m2"", """": ""MHD 5 minutes by car""}",True,864579,CZK 45/ m2,,Very good,The quiet part,,,,,"1,300m²",Field,,
"{""Listing ID"": ""864581"", ""Plot space"": ""3,708m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 40/ m2"", """": ""MHD 3 minutes by car""}",True,864581,CZK 40/ m2,,Very good,The quiet part,,,,,"3,708m²",Field,,
"{""Listing ID"": ""864583"", ""Plot space"": ""13,943m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 44/ m2"", """": ""MHD 6 minutes on foot""}",True,864583,CZK 44/ m2,,Very good,The quiet part,,,,,"13,943m²",Field,,
"{""Listing ID"": ""864585"", ""Plot space"": ""11,711m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 40/ m2"", """": ""MHD 10 minutes by car""}",True,864585,CZK 40/ m2,,Very good,Polosamota,,,,,"11,711m²",Field,,
"{""Listing ID"": ""864586"", ""Plot space"": ""19,766m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 45/ m2"", """": ""MHD 3 minutes by car""}",True,864586,CZK 45/ m2,,Very good,The quiet part,,,,,"19,766m²",Meadow,,
"{""Listing ID"": ""864587"", ""Plot space"": ""4,440m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 43/ m2"", """": ""MHD 4 minutes by car""}",True,864587,CZK 43/ m2,,Very good,The quiet part,,,,,"4,440m²",Meadow,,
"{""Listing ID"": ""864588"", ""Plot space"": ""8,048m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 45/ m2"", """": ""MHD 10 minutes by car""}",True,864588,CZK 45/ m2,,Very good,The quiet part,,,,,"8,048m²",Field,,
"{""Listing ID"": ""864589"", ""Plot space"": ""2,446m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 53/ m2"", """": ""MHD 3 minutes by car""}",True,864589,CZK 53/ m2,,Very good,The quiet part,,,,,"2,446m²",Field,,
"{""Listing ID"": ""864590"", ""Plot space"": ""5,948m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 45/ m2"", """": ""MHD 8 minutes by car""}",True,864590,CZK 45/ m2,,Very good,The quiet part,,,,,"5,948m²",Field,,
"{""Listing ID"": ""864591"", ""Plot space"": ""27,083m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 46/ m2"", """": ""MHD 4 minutes on foot""}",True,864591,CZK 46/ m2,,Very good,The quiet part,,,,,"27,083m²",Meadow,,
"{""Listing ID"": ""864592"", ""Plot space"": ""3,824m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 43/ m2"", """": ""MHD 10 minutes by car""}",True,864592,CZK 43/ m2,,Very good,The quiet part,,,,,"3,824m²",Field,,
"{""Listing ID"": ""864593"", ""Plot space"": ""3,217m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 1,072/ m2"", """": ""MHD 2 minutes on foot""}",True,864593,"CZK 1,072/ m2",,Very good,The quiet part,,,,,"3,217m²",Building,,
"{""Listing ID"": ""864595"", ""Plot space"": ""5,459m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 49/ m2"", """": ""MHD 3 minutes by car""}",True,864595,CZK 49/ m2,,Very good,The quiet part,,,,,"5,459m²",Meadow,,
"{""Listing ID"": ""864597"", ""Plot space"": ""6,515m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 290/ m2"", """": ""MHD 6 minutes on foot""}",True,864597,CZK 290/ m2,,Very good,The quiet part,,,,,"6,515m²",Field,,
"{""Listing ID"": ""864598"", ""Plot space"": ""14,459m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 38/ m2"", """": ""MHD 7 minutes on foot""}",True,864598,CZK 38/ m2,,Very good,The quiet part,,,,,"14,459m²",Field,,
"{""Listing ID"": ""864600"", ""Plot space"": ""20,175m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 54/ m2"", """": ""MHD 2 minutes by car""}",True,864600,CZK 54/ m2,,Very good,The quiet part,,,,,"20,175m²",Field,,
"{""Listing ID"": ""864602"", ""Plot space"": ""29,146m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 55/ m2"", """": ""MHD 5 minutes by car""}",True,864602,CZK 55/ m2,,Very good,The quiet part,,,,,"29,146m²",Field,,
"{""Listing ID"": ""864604"", ""Plot space"": ""66,728m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 55/ m2"", """": ""MHD 4 minutes by car""}",True,864604,CZK 55/ m2,,Very good,The quiet part,,,,,"66,728m²",Field,,
"{""Listing ID"": ""864606"", ""Plot space"": ""19,750m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 399/ m2"", """": ""MHD 8 minutes by car""}",True,864606,CZK 399/ m2,,Very good,The quiet part,,,,,"19,750m²",Field,,
"{""Listing ID"": ""864607"", ""Plot space"": ""6,314m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 46/ m2"", """": ""MHD 1 minute by car""}",True,864607,CZK 46/ m2,,Very good,The quiet part,,,,,"6,314m²",Field,,
"{""Listing ID"": ""864608"", ""Plot space"": ""11,721m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 85/ m2"", """": ""MHD 3 minutes by car""}",True,864608,CZK 85/ m2,,Very good,The quiet part,,,,,"11,721m²",Field,,
"{""Listing ID"": ""909085"", ""Layout"": ""5+1"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""157m²"", ""Condition"": ""Good"", ""Price per unit"": ""€2,860/ m2"", """": ""MHD 1 minute on foot""}",True,909085,"€2,860/ m2",,Good,,,157m²,5+1,,,,Over 50 years,
"{""Listing ID"": ""864609"", ""Plot space"": ""10,237m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 78/ m2"", """": ""MHD 3 minutes on foot""}",True,864609,CZK 78/ m2,,Very good,The quiet part,,,,,"10,237m²",Field,,
"{""Listing ID"": ""864610"", ""Plot space"": ""7,337m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 90/ m2"", """": ""MHD 5 minutes by car""}",True,864610,CZK 90/ m2,,Very good,The quiet part,,,,,"7,337m²",Field,,
"{""Listing ID"": ""864611"", ""Plot space"": ""23,017m²"", ""Plot type"": ""Other"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 15/ m2"", """": ""MHD 4 minutes on foot""}",True,864611,CZK 15/ m2,,Very good,The quiet part,,,,,"23,017m²",Other,,
"{""Listing ID"": ""864612"", ""Plot space"": ""8,636m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 93/ m2"", """": ""MHD 3 minutes by car""}",True,864612,CZK 93/ m2,,Very good,The quiet part,,,,,"8,636m²",Field,,
"{""Listing ID"": ""864614"", ""Plot space"": ""8,031m²"", ""Plot type"": ""Building"", ""Location"": ""Centre"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 471/ m2"", """": ""MHD 2 minutes on foot""}",True,864614,CZK 471/ m2,,Very good,Centre,,,,,"8,031m²",Building,,
"{""Listing ID"": ""864616"", ""Plot space"": ""32,408m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 22/ m2"", """": ""MHD 6 minutes by car""}",True,864616,CZK 22/ m2,,Very good,The quiet part,,,,,"32,408m²",Meadow,,
"{""Listing ID"": ""864617"", ""Plot space"": ""1,125m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 2,932/ m2"", """": ""MHD 5 minutes on foot""}",True,864617,"CZK 2,932/ m2",,Very good,The quiet part,,,,,"1,125m²",Building,,
"{""Listing ID"": ""864618"", ""Plot space"": ""7,252m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 121/ m2"", """": ""MHD 3 minutes on foot""}",True,864618,CZK 121/ m2,,Very good,The quiet part,,,,,"7,252m²",Meadow,,
"{""Listing ID"": ""864620"", ""Plot space"": ""7,252m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 121/ m2"", """": ""MHD 3 minutes on foot""}",True,864620,CZK 121/ m2,,Very good,The quiet part,,,,,"7,252m²",Building,,
"{""Listing ID"": ""864622"", ""Plot space"": ""4,446m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 18/ m2"", """": ""MHD 6 minutes on foot""}",True,864622,CZK 18/ m2,,Very good,The quiet part,,,,,"4,446m²",Meadow,,
"{""Listing ID"": ""864629"", ""Plot space"": ""3,138m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 33/ m2"", """": ""MHD 10 minutes by car""}",True,864629,CZK 33/ m2,,Very good,The quiet part,,,,,"3,138m²",Field,,
"{""Listing ID"": ""864633"", ""Plot space"": ""1,925m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 72/ m2"", """": ""MHD 2 minutes by car""}",True,864633,CZK 72/ m2,,Very good,The quiet part,,,,,"1,925m²",Field,,
"{""Listing ID"": ""864636"", ""Plot space"": ""1,761m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 34/ m2"", """": ""MHD 1 minute by car""}",True,864636,CZK 34/ m2,,Very good,The quiet part,,,,,"1,761m²",Field,,
"{""Listing ID"": ""909086"", ""Layout"": ""2 bedroom"", ""Floor"": ""1. podlaží"", ""Price per unit"": ""€5,545/ m2"", ""Užitná plocha"": ""55m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,909086,"€5,545/ m2",1. podlaží,After reconstruction,,,55m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""864637"", ""Plot space"": ""15,388m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 114/ m2"", """": ""MHD 2 minutes by car""}",True,864637,CZK 114/ m2,,Very good,The quiet part,,,,,"15,388m²",Field,,
"{""Listing ID"": ""864639"", ""Plot space"": ""1,329m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 60/ m2"", """": ""MHD 8 minutes on foot""}",True,864639,CZK 60/ m2,,Very good,The quiet part,,,,,"1,329m²",Field,,
"{""Listing ID"": ""864640"", ""Plot space"": ""54,788m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 46/ m2"", """": ""MHD 1 minute on foot""}",True,864640,CZK 46/ m2,,Very good,The quiet part,,,,,"54,788m²",Field,,
"{""Listing ID"": ""864641"", ""Plot space"": ""5,786m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 35/ m2"", """": ""MHD 6 minutes by car""}",True,864641,CZK 35/ m2,,Very good,The quiet part,,,,,"5,786m²",Meadow,,
"{""Listing ID"": ""864642"", ""Plot space"": ""6,278m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 46/ m2"", """": ""MHD 3 minutes by car""}",True,864642,CZK 46/ m2,,Very good,The quiet part,,,,,"6,278m²",Meadow,,
"{""Listing ID"": ""864643"", ""Plot space"": ""5,629m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 62/ m2"", """": ""MHD 8 minutes on foot""}",True,864643,CZK 62/ m2,,Very good,The quiet part,,,,,"5,629m²",Meadow,,
"{""Listing ID"": ""864644"", ""Plot space"": ""4,616m²"", ""Plot type"": ""Other"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 50/ m2"", """": ""MHD 3 minutes on foot""}",True,864644,CZK 50/ m2,,Very good,The quiet part,,,,,"4,616m²",Other,,
"{""Listing ID"": ""864646"", ""Plot space"": ""18,064m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 61/ m2"", """": ""MHD 6 minutes by car""}",True,864646,CZK 61/ m2,,Very good,The quiet part,,,,,"18,064m²",Meadow,,
"{""Listing ID"": ""864647"", ""Plot space"": ""2,413m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 41/ m2"", """": ""MHD 6 minutes by car""}",True,864647,CZK 41/ m2,,Very good,The quiet part,,,,,"2,413m²",Field,,
"{""Listing ID"": ""864648"", ""Plot space"": ""2,336m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 56/ m2"", """": ""MHD 1 minute by car""}",True,864648,CZK 56/ m2,,Very good,The quiet part,,,,,"2,336m²",Field,,
"{""Listing ID"": ""864652"", ""Plot space"": ""1,660m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 48/ m2"", """": ""MHD 8 minutes by car""}",True,864652,CZK 48/ m2,,Very good,The quiet part,,,,,"1,660m²",Field,,
"{""Listing ID"": ""864655"", ""Plot space"": ""7,656m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 33/ m2"", """": ""MHD 2 minutes by car""}",True,864655,CZK 33/ m2,,Very good,The quiet part,,,,,"7,656m²",Field,,
"{""Listing ID"": ""864656"", ""Plot space"": ""4,750m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 49/ m2"", """": ""MHD 5 minutes by car""}",True,864656,CZK 49/ m2,,Very good,The quiet part,,,,,"4,750m²",Field,,
"{""Listing ID"": ""864659"", ""Plot space"": ""10,957m²"", ""Plot type"": ""Forest"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 1,040/ m2"", """": ""MHD 3 minutes on foot""}",True,864659,"CZK 1,040/ m2",,Very good,The quiet part,,,,,"10,957m²",Forest,,
