Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""904690"", ""Layout"": ""4+kk"", ""Plot space"": ""359m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""120m²"", ""Available from"": ""01/08/2025"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€11/ m2"", """": ""Garage""}",True,904690.0,€11/ m2,,After reconstruction,,01/08/2025,120m²,4+kk,D - Less economical,359m²,,Over 50 years,2.0
"{""Listing ID"": ""904692"", ""Plot space"": ""703m²"", ""Total floors"": ""5"", ""Užitná plocha"": ""1,180m²"", ""Condition"": ""Before reconstruction"", ""Price per unit"": ""€932/ m2"", """": ""Lift""}",True,904692.0,€932/ m2,,Before reconstruction,,,"1,180m²",,,703m²,,,5.0
"{""Listing ID"": ""904693"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""120m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""€5/ m2"", """": ""MHD 1 minute on foot""}",True,904693.0,€5/ m2,1. podlaží z 2,After reconstruction,,03/06/2025,120m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904694"", ""Plot space"": ""940m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""3"", ""Užitná plocha"": ""245m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€0/ m2"", """": ""MHD 1 minute on foot""}",True,904694.0,€0/ m2,,After reconstruction,,,245m²,,F - Very uneconomical,940m²,,Over 50 years,3.0
"{""Listing ID"": ""904696"", ""Layout"": ""3+1"", ""Condition"": ""New-build"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€5,917/ m2"", ""Užitná plocha"": ""60m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""2. podlaží z 2"", ""Age"": ""Over 50 years"", """": ""Parking""}",True,904696.0,"€5,917/ m2",2. podlaží z 2,New-build,,03/06/2025,60m²,3+1,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""904699"", ""Layout"": ""2 bedroom"", ""Floor"": ""2. podlaží z 2"", ""Price per unit"": ""€4,038/ m2"", ""Užitná plocha"": ""52m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,904699.0,"€4,038/ m2",2. podlaží z 2,Good,,,52m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904702"", ""Layout"": ""3+1"", ""Condition"": ""Very good"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€13/ m2"", ""Užitná plocha"": ""67m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""4. podlaží z 4"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,904702.0,€13/ m2,4. podlaží z 4,Very good,,03/06/2025,67m²,3+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""904705"", ""Layout"": ""2 bedroom"", ""Floor"": ""1. podlaží z 4"", ""Price per unit"": ""€4,070/ m2"", ""Užitná plocha"": ""43m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,904705.0,"€4,070/ m2",1. podlaží z 4,Good,,,43m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904707"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""45m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""4. podlaží z 5"", ""Price per unit"": ""€3,556/ m2"", """": ""Cellar""}",True,904707.0,"€3,556/ m2",4. podlaží z 5,After reconstruction,,04/06/2025,45m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904713"", ""Layout"": ""3+1"", ""Floor"": ""3. podlaží z 3"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""52m²"", ""Condition"": ""After reconstruction"", ""EPC"": ""F - Very uneconomical"", ""Price per unit"": ""€4,596/ m2"", """": ""Parking""}",True,904713.0,"€4,596/ m2",3. podlaží z 3,After reconstruction,,,52m²,3+1,F - Very uneconomical,,,Over 50 years,
"{""Listing ID"": ""904714"", ""Layout"": ""3+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,931/ m2"", ""Užitná plocha"": ""144m²"", ""Plot space"": ""1,481m²"", ""EPC"": ""B - Very economical"", ""Total floors"": ""2"", """": ""MHD 0 minutes on foot""}",True,904714.0,"€6,931/ m2",,Good,,,144m²,3+1,B - Very economical,"1,481m²",,Over 50 years,2.0
"{""Listing ID"": ""904715"", ""Available from"": ""04/06/2025"", ""Price per unit"": ""€9/ m2"", ""Plocha nebytového prostoru"": ""250m²"", ""Condition"": ""Good"", """": ""MHD 4 minutes on foot""}",True,904715.0,€9/ m2,,Good,,04/06/2025,,,,,,,
"{""Listing ID"": ""904717"", ""Layout"": ""2 bedroom"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€5,790/ m2"", ""Užitná plocha"": ""62m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,904717.0,"€5,790/ m2",,Good,,,62m²,2 bedroom,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""904718"", ""Layout"": ""7+1"", ""Floor"": ""1. podlaží z 3"", ""Price per unit"": ""€3,723/ m2"", ""Užitná plocha"": ""155m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,904718.0,"€3,723/ m2",1. podlaží z 3,After reconstruction,,,155m²,7+1,,,,Over 50 years,
"{""Listing ID"": ""904722"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Užitná plocha"": ""56m²"", ""Available from"": ""03/06/2025"", ""Price per unit"": ""€13/ m2"", """": ""Parking""}",True,904722.0,€13/ m2,,After reconstruction,,03/06/2025,56m²,2 bedroom,,,,,
"{""Listing ID"": ""904723"", ""Layout"": ""1 bedroom"", ""Floor"": ""2. podlaží"", ""Price per unit"": ""€16/ m2"", ""Užitná plocha"": ""39m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,904723.0,€16/ m2,2. podlaží,After reconstruction,,,39m²,1 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904724"", ""Layout"": ""3+1"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""60m²"", ""Floor"": ""1. podlaží"", ""Price per unit"": ""€2,167/ m2"", """": ""Cellar""}",True,904724.0,"€2,167/ m2",1. podlaží,,,,60m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""904726"", ""Layout"": ""7+1"", ""Condition"": ""Before reconstruction"", ""Total floors"": ""2"", ""Užitná plocha"": ""423m²"", ""Plot space"": ""2,418m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,600/ m2"", """": ""Garage""}",True,904726.0,"€2,600/ m2",,Before reconstruction,,,423m²,7+1,,"2,418m²",,Over 50 years,2.0
"{""Listing ID"": ""904728"", ""Layout"": ""3+1"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""90m²"", ""Condition"": ""Very good"", ""Price per unit"": ""€6,222/ m2"", """": ""MHD 2 minutes on foot""}",True,904728.0,"€6,222/ m2",,Very good,,,90m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""904730"", ""Available from"": ""03/06/2025"", ""Price per unit"": ""€7/ m2"", ""Plocha nebytového prostoru"": ""15m²"", ""Condition"": ""New-build"", """": ""MHD 9 minutes on foot""}",True,904730.0,€7/ m2,,New-build,,03/06/2025,,,,,,,
"{""Listing ID"": ""904732"", ""Layout"": ""2 bedroom"", ""Condition"": ""New-build"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€16/ m2"", ""Užitná plocha"": ""66m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""Ground floor"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,904732.0,€16/ m2,Ground floor,New-build,,01/07/2025,66m²,2 bedroom,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""904733"", ""Layout"": ""4+kk"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""100m²"", ""Available from"": ""03/06/2025"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€14/ m2"", """": ""MHD 1 minute on foot""}",True,904733.0,€14/ m2,,After reconstruction,,03/06/2025,100m²,4+kk,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""904736"", ""Layout"": ""3+kk"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€4,784/ m2"", ""Užitná plocha"": ""125m²"", ""Plot space"": ""1,091m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""1"", """": ""Garage""}",True,904736.0,"€4,784/ m2",,Very good,,,125m²,3+kk,D - Less economical,"1,091m²",,Over 50 years,1.0
"{""Listing ID"": ""904738"", ""Plot space"": ""3,000m²"", ""Floor"": ""2. podlaží z 3"", ""Plocha nebytového prostoru"": ""520m²"", ""Condition"": ""Good"", ""Price per unit"": ""€1,308/ m2"", """": ""MHD 3 minutes on foot""}",True,904738.0,"€1,308/ m2",2. podlaží z 3,Good,,,,,,"3,000m²",,,
"{""Listing ID"": ""904739"", ""Available from"": ""04/06/2025"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,247/ m2"", ""Užitná plocha"": ""320m²"", ""Plot space"": ""820m²"", ""EPC"": ""C - Economical"", ""Total floors"": ""3"", """": ""MHD 4 minutes on foot""}",True,904739.0,"€1,247/ m2",,After reconstruction,,04/06/2025,320m²,,C - Economical,820m²,,Over 50 years,3.0
"{""Listing ID"": ""904741"", ""Plot space"": ""420m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,385/ m2"", ""Užitná plocha"": ""130m²"", ""Condition"": ""After reconstruction"", ""Total floors"": ""2"", """": ""MHD 2 minutes on foot""}",True,904741.0,"€3,385/ m2",,After reconstruction,,,130m²,,,420m²,,Over 50 years,2.0
"{""Listing ID"": ""904742"", ""Layout"": ""4+1"", ""Condition"": ""Good"", ""Total floors"": ""1"", ""Užitná plocha"": ""157m²"", ""Plot space"": ""10,000m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,822/ m2"", """": ""Garage""}",True,904742.0,"€3,822/ m2",,Good,,,157m²,4+1,,"10,000m²",,Over 50 years,1.0
"{""Listing ID"": ""867993"", ""Plot space"": ""14,580m²"", ""Plot type"": ""Meadow"", ""Location"": ""Centre"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 38/ m2"", """": ""MHD 4 minutes on foot""}",True,867993.0,CZK 38/ m2,,Very good,Centre,,,,,"14,580m²",Meadow,,
"{""Listing ID"": ""872766"", ""Plot space"": ""2,025m²"", ""Plot type"": ""Other"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 444/ m2"", """": ""MHD 2 minutes on foot""}",True,872766.0,CZK 444/ m2,,Very good,The quiet part,,,,,"2,025m²",Other,,
"{""Listing ID"": ""872767"", ""Plot space"": ""2,062m²"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 1,115/ m2"", """": ""MHD 1 minute on foot""}",True,872767.0,"CZK 1,115/ m2",,Very good,The quiet part,,,,,"2,062m²",Building,,
"{""Listing ID"": ""884521"", ""Plot space"": ""3,413m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 39/ m2""}",True,884521.0,CZK 39/ m2,,Very good,Solitude,,,,,"3,413m²",Meadow,,
"{""Listing ID"": ""904743"", ""Available from"": ""03/06/2025"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""2"", ""Užitná plocha"": ""309m²"", ""Plot space"": ""1,118m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,330/ m2"", """": ""MHD 0 minutes on foot""}",True,904743.0,"€2,330/ m2",,,,03/06/2025,309m²,,F - Very uneconomical,"1,118m²",,Over 50 years,2.0
"{""Listing ID"": ""904745"", ""Price per unit"": ""€10/ m2"", ""Plot space"": ""20,000m²"", """": ""MHD 2 minutes on foot""}",True,904745.0,€10/ m2,,,,,,,,"20,000m²",,,
"{""Listing ID"": ""904748"", ""Available from"": ""01/03/2027"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""4"", ""Užitná plocha"": ""618m²"", ""Condition"": ""New-build"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,437/ m2"", """": ""MHD 2 minutes on foot""}",True,904748.0,"€5,437/ m2",,New-build,,01/03/2027,618m²,,A - Extremely economical,,,Over 50 years,4.0
"{""Listing ID"": ""904749"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€1,984/ m2"", ""Užitná plocha"": ""63m²"", ""Age"": ""Over 50 years"", """": ""Garage""}",True,904749.0,"€1,984/ m2",,After reconstruction,,,63m²,,,,,Over 50 years,
"{""Listing ID"": ""904751"", ""Plot space"": ""640m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,267/ m2"", ""Užitná plocha"": ""300m²"", ""Condition"": ""Good"", ""Total floors"": ""2"", """": ""MHD 1 minute on foot""}",True,904751.0,"€5,267/ m2",,Good,,,300m²,,,640m²,,Over 50 years,2.0
"{""Listing ID"": ""904752"", ""Layout"": ""1 bedroom"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""26m²"", ""Condition"": ""New-build"", ""Price per unit"": ""€6,731/ m2"", """": ""Lift""}",True,904752.0,"€6,731/ m2",,New-build,,,26m²,1 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904753"", ""Layout"": ""5+1"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€2,560/ m2"", ""Užitná plocha"": ""125m²"", ""Available from"": ""01/09/2025"", ""Floor"": ""3. podlaží z 7"", ""Age"": ""Over 50 years"", """": ""Garage""}",True,904753.0,"€2,560/ m2",3. podlaží z 7,Good,,01/09/2025,125m²,5+1,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""904754"", ""Layout"": ""5+1"", ""Plot space"": ""2,343m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€4,020/ m2"", ""Užitná plocha"": ""296m²"", ""Available from"": ""04/06/2025"", ""Condition"": ""Very good"", ""Total floors"": ""1"", """": ""Garage""}",True,904754.0,"€4,020/ m2",,Very good,,04/06/2025,296m²,5+1,,"2,343m²",,Over 50 years,1.0
"{""Listing ID"": ""904756"", ""Layout"": ""6+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,545/ m2"", ""Užitná plocha"": ""216m²"", ""Plot space"": ""755m²"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""2"", """": ""MHD 1 minute on foot""}",True,904756.0,"€2,545/ m2",,Good,,,216m²,6+1,G - Extremely uneconomical,755m²,,Over 50 years,2.0
"{""Listing ID"": ""904759"", ""Layout"": ""2 bedroom"", ""Condition"": ""Very good"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€3,646/ m2"", ""Užitná plocha"": ""48m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""1. podlaží z 2"", ""Age"": ""Over 50 years"", """": ""MHD 4 minutes on foot""}",True,904759.0,"€3,646/ m2",1. podlaží z 2,Very good,,04/06/2025,48m²,2 bedroom,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""904761"", ""Layout"": ""1 bedroom"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€18/ m2"", ""Užitná plocha"": ""74m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,904761.0,€18/ m2,,After reconstruction,,,74m²,1 bedroom,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""904763"", ""Layout"": ""1 bedroom"", ""Condition"": ""Good"", ""Price per unit"": ""€31/ m2"", ""Užitná plocha"": ""32m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""1. podlaží"", """": ""Lift""}",True,904763.0,€31/ m2,1. podlaží,Good,,,32m²,1 bedroom,,,,,
"{""Listing ID"": ""904764"", ""Layout"": ""2+kk"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""67m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""5. podlaží z 7"", ""Price per unit"": ""€7,090/ m2"", """": ""MHD 0 minutes on foot""}",True,904764.0,"€7,090/ m2",5. podlaží z 7,Good,,04/06/2025,67m²,2+kk,,,,Over 50 years,
"{""Listing ID"": ""904766"", ""Layout"": ""2 bedroom"", ""Condition"": ""Very good"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€11/ m2"", ""Užitná plocha"": ""67m²"", ""Available from"": ""01/06/2025"", ""Floor"": ""2. podlaží"", ""Age"": ""Over 50 years"", """": ""Lift""}",True,904766.0,€11/ m2,2. podlaží,Very good,,01/06/2025,67m²,2 bedroom,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""904770"", ""Layout"": ""3+1"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""€3,779/ m2"", ""Užitná plocha"": ""86m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,904770.0,"€3,779/ m2",1. podlaží z 2,After reconstruction,,,86m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""904772"", ""Layout"": ""3+1"", ""Floor"": ""3. podlaží"", ""Price per unit"": ""€5,456/ m2"", ""Užitná plocha"": ""101m²"", ""Condition"": ""New-build"", ""Age"": ""Over 50 years"", """": ""Lift""}",True,904772.0,"€5,456/ m2",3. podlaží,New-build,,,101m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""904773"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€3,418/ m2"", ""Užitná plocha"": ""67m²"", ""Available from"": ""04/06/2025"", ""Age"": ""Over 50 years"", """": ""Lift""}",True,904773.0,"€3,418/ m2",,After reconstruction,,04/06/2025,67m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""904775"", ""Available from"": ""04/06/2025"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""658m²"", ""Condition"": ""Good"", ""Price per unit"": ""€7/ m2"", """": ""MHD 8 minutes on foot""}",True,904775.0,€7/ m2,,Good,,04/06/2025,,,,,,Over 50 years,
"{""Listing ID"": ""904776"", ""Layout"": ""5+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€10/ m2"", ""Užitná plocha"": ""95m²"", ""Plot space"": ""65m²"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""3"", """": ""MHD 5 minutes by car""}",True,904776.0,€10/ m2,,After reconstruction,,,95m²,5+1,G - Extremely uneconomical,65m²,,Over 50 years,3.0
"{""Listing ID"": ""904777"", ""Layout"": ""1 bedroom"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""40m²"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€9,250/ m2"", """": ""Cellar""}",True,904777.0,"€9,250/ m2",,After reconstruction,,,40m²,1 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904780"", ""Layout"": ""3+1"", ""Floor"": ""2. podlaží z 4"", ""Price per unit"": ""€5/ m2"", ""Užitná plocha"": ""61m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""MHD 5 minutes on foot""}",True,904780.0,€5/ m2,2. podlaží z 4,Good,,,61m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""904781"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""EPC"": ""F - Very uneconomical"", ""Price per unit"": ""€2,600/ m2"", ""Užitná plocha"": ""75m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""3. podlaží"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,904781.0,"€2,600/ m2",3. podlaží,After reconstruction,,04/06/2025,75m²,3+1,F - Very uneconomical,,,Over 50 years,
"{""Listing ID"": ""904782"", ""Available from"": ""01/05/2025"", ""Price per unit"": ""€8/ m2"", ""Plocha nebytového prostoru"": ""250m²"", ""Condition"": ""Good"", """": ""MHD 6 minutes on foot""}",True,904782.0,€8/ m2,,Good,,01/05/2025,,,,,,,
"{""Listing ID"": ""904786"", ""Price per unit"": ""€214/ m2"", ""Plot space"": ""1,400m²"", """": ""MHD 0 minutes on foot""}",True,904786.0,€214/ m2,,,,,,,,"1,400m²",,,
"{""Listing ID"": ""904787"", ""Layout"": ""5+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""137m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""2. podlaží z 2"", ""Price per unit"": ""€3,978/ m2"", """": ""MHD 2 minutes on foot""}",True,904787.0,"€3,978/ m2",2. podlaží z 2,Good,,03/06/2025,137m²,5+1,,,,Over 50 years,
"{""Listing ID"": ""904792"", ""Plot space"": ""1,111m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""1"", ""Užitná plocha"": ""352m²"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,327/ m2"", """": ""Garage""}",True,904792.0,"€5,327/ m2",,Very good,,,352m²,,A - Extremely economical,"1,111m²",,Over 50 years,1.0
